distance_m,maxSpeed_km_per_h,trafficSpeed_km_per_h,baseSpeed_km_per_h,road,road_number,actions,road_type
2370,32.00000148,34.00000092,34.00000092,Cromwell Road,A4,,Trunk
2386,32.00000148,28.999999080000002,28.999999080000002,Cromwell Road,A4,,Trunk
2442,32.00000148,38.00000268,38.00000268,Cromwell Road,A4,,Trunk
2466,32.00000148,34.00000092,34.00000092,Cromwell Road,A4,,Trunk
2535,32.00000148,21.0000006,21.0000006,Cromwell Road,A4,,Trunk
2616,32.00000148,30.000002400000003,32.00000148,Cromwell Road,A4,,Trunk
2631,32.00000148,34.00000092,34.00000092,Cromwell Road,A4,,Trunk
2691,32.00000148,31.000001759999996,31.000001759999996,Cromwell Road,A4,,Trunk
2760,32.00000148,27.0,27.0,Cromwell Road,A4,,Trunk
2803,32.00000148,30.000002400000003,30.000002400000003,Cromwell Road,A4,,Trunk
2874,32.00000148,28.999999080000002,28.999999080000002,Cromwell Road,A4,,Trunk
2904,32.00000148,33.0000012,33.0000012,Cromwell Road,A4,,Trunk
2934,32.00000148,34.00000092,34.00000092,Cromwell Road,A4,,Trunk
2983,32.00000148,33.0000012,33.0000012,Cromwell Road,A4,,Trunk
3012,32.00000148,27.0,27.0,Cromwell Road,A4,,Trunk
3045,32.00000148,17.000000280000002,17.000000280000002,Cromwell Road,A4,,Trunk
3089,32.00000148,30.000002400000003,30.000002400000003,Cromwell Road,A4,,Trunk
3101,32.00000148,32.00000148,32.00000148,Cromwell Road,A4,,Trunk
3123,48.00000240000001,48.00000240000001,48.00000240000001,Cromwell Road,A4,,Trunk
3270,48.00000240000001,45.99999972,45.99999972,Cromwell Road,A4,,Trunk
3359,48.00000240000001,45.99999972,45.99999972,Cromwell Road,A4,keep (left),Trunk
3360,48.00000240000001,30.000002400000003,30.000002400000003,West Cromwell Road,A4,,Trunk
3496,48.00000240000001,42.0000012,44.00000028,West Cromwell Road,A4,,Trunk
3502,48.00000240000001,43.00000092,44.00000028,West Cromwell Road,A4,,Trunk
3546,48.00000240000001,45.99999972,45.99999972,West Cromwell Road,A4,,Trunk
3606,48.00000240000001,47.00000268,45.99999972,West Cromwell Road,A4,,Trunk
3623,48.00000240000001,47.00000268,47.00000268,West Cromwell Road,A4,,Trunk
3638,48.00000240000001,47.00000268,45.99999972,West Cromwell Road,A4,,Trunk
3650,48.00000240000001,44.00000028,43.00000092,West Cromwell Road,A4,,Trunk
3813,48.00000240000001,40.000001759999996,33.0000012,West Cromwell Road,A4,,Trunk
3917,48.00000240000001,28.00000116,26.000000280000002,West Cromwell Road,A4,,Trunk
3946,48.00000240000001,21.0000006,21.0000006,West Cromwell Road,A4,,Trunk
4003,48.00000240000001,21.0000006,21.0000006,West Cromwell Road,A4,turn (left),Trunk
4004,32.00000148,21.0000006,21.0000006,North End Road,B317,,Access
4018,32.00000148,20.000000879999998,22.999999680000002,North End Road,B317,,Access
4055,32.00000148,22.00000032,24.000001200000003,North End Road,B317,,Access
4074,32.00000148,25.00000092,25.00000092,North End Road,B317,,Access
4081,32.00000148,27.0,27.0,North End Road,B317,,Access
4092,32.00000148,28.00000116,28.00000116,North End Road,B317,,Access
4119,32.00000148,28.00000116,28.999999080000002,North End Road,B317,,Access
4153,32.00000148,32.00000148,32.00000148,North End Road,B317,,Access
4164,32.00000148,34.00000092,34.00000092,North End Road,B317,,Access
4203,32.00000148,33.0000012,33.0000012,North End Road,B317,,Access
4277,32.00000148,33.0000012,33.0000012,North End Road,B317,arrive,Access
4278,,,,,,,Local
