distance(m),speed_limit(km/h),vehicle_speed(km/h),road_type
3261,32.00000148,25.00000092,Local
3271,32.00000148,20.00000088,Local
3304,32.00000148,22.00000032,Local
3405,32.00000148,20.00000088,Local
3439,32.00000148,17.000000280000002,Local
3459,32.00000148,13.00000032,Local
3522,32.00000148,15.000001200000002,Local
3543,32.00000148,15.000001200000002,Local
3544,32.00000148,24.000001200000003,Local
3588,32.00000148,26.00000028,Local
3669,32.00000148,24.000001200000003,Local
3693,32.00000148,24.000001200000003,Local
3707,32.00000148,25.00000092,Local
3762,32.00000148,25.00000092,Local
3780,32.00000148,27.0,Local
3796,32.00000148,26.00000028,Local
3842,32.00000148,31.000001759999996,Local
3882,32.00000148,32.00000148,Local
3911,32.00000148,24.000001200000003,Local
3974,32.00000148,27.0,Local
3982,32.00000148,16.00000092,Local
4023,32.00000148,13.00000032,Local
4052,32.00000148,21.0000006,Local
4071,32.00000148,22.00000032,Local
4094,32.00000148,19.00000116,Local
4145,32.00000148,12.000000600000002,Local
4198,32.00000148,12.000000600000002,Local
4199,32.00000148,18.0,Local
4234,32.00000148,15.000001200000002,Local
4300,32.00000148,16.00000092,Local
4429,32.00000148,18.0,Local
4480,32.00000148,24.000001200000003,Local
4502,32.00000148,27.0,Local
4556,32.00000148,27.0,Local
4623,32.00000148,30.000002400000003,Local
4704,32.00000148,27.0,Local
4757,32.00000148,30.000002400000003,Local
4858,32.00000148,30.000002400000003,Local
4974,32.00000148,22.99999968,Local
5001,32.00000148,28.00000116,Local
5010,32.00000148,30.000002400000003,Local
5024,32.00000148,20.00000088,Local
5190,32.00000148,15.000001200000002,Local
5253,32.00000148,15.000001200000002,Local
5254,32.00000148,28.99999908,Local
5278,32.00000148,28.99999908,Local
5336,32.00000148,31.000001759999996,Local
5378,32.00000148,32.00000148,Local
5411,32.00000148,27.0,Local
5426,32.00000148,32.00000148,Local
5462,32.00000148,30.000002400000003,Local
5493,32.00000148,22.99999968,Local
5531,32.00000148,21.0000006,Local
5542,32.00000148,28.00000116,Local
5601,32.00000148,22.99999968,Local
5629,32.00000148,31.000001759999996,Local
5683,32.00000148,28.00000116,Local
5701,32.00000148,28.00000116,Local
5719,32.00000148,31.000001759999996,Local
5738,32.00000148,27.0,Local
5873,32.00000148,28.00000116,Local
5916,32.00000148,24.000001200000003,Local
5946,32.00000148,20.00000088,Local
5968,32.00000148,11.00000016,Local
6034,32.00000148,11.00000016,Local
6035,32.00000148,15.000001200000002,Access
6053,32.00000148,22.00000032,Access
6078,32.00000148,25.00000092,Access
6132,32.00000148,25.00000092,Access
6140,32.00000148,27.0,Access
6164,32.00000148,25.00000092,Access
6174,32.00000148,31.000001759999996,Access
6182,32.00000148,28.99999908,Access
6229,32.00000148,31.000001759999996,Access
6268,32.00000148,33.0000012,Access
6303,32.00000148,34.00000092,Access
6340,32.00000148,28.99999908,Access
6363,32.00000148,26.00000028,Access
6405,32.00000148,27.0,Access
6448,32.00000148,19.00000116,Access
6463,32.00000148,19.00000116,Access
6464,,,Local
